"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Product Category","Status"
"perfume-9-pm","Perfume 9 PM","<h2>Perfume 9 PM</h2>
<p>Perfume 9 PM — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","28281919191","400","shopify","3","deny","manual","299.90","","TRUE","TRUE","","1","Perfume 9 PM","FALSE","Perfume 9 PM | Deroche Mantos","Compre Perfume 9 PM na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-al-noble-safeer-lattafa","Perfume Al Noble Safeer Lattafa","<h2>Perfume Al Noble Safeer Lattafa</h2>
<p>Perfume Al Noble Safeer Lattafa — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Lattafa","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","1828281811111","400","shopify","3","deny","manual","299.90","","TRUE","TRUE","","1","Perfume Al Noble Safeer Lattafa","FALSE","Perfume Al Noble Safeer Lattafa | Deroche Mantos","Compre Perfume Al Noble Safeer Lattafa na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-amostra-15ml","Perfume Amostra 15ml","<h2>Perfume Amostra 15ml</h2>
<p>Perfume Amostra 15ml — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","182818382","400","shopify","2","deny","manual","50.00","","TRUE","TRUE","","1","Perfume Amostra 15ml","FALSE","Perfume Amostra 15ml | Deroche Mantos","Compre Perfume Amostra 15ml na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-angel-mugler","Perfume Angel Mugler","<h2>Perfume Angel Mugler</h2>
<p>Perfume Angel Mugler — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Mugler","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","1828282722","400","shopify","3","deny","manual","249.90","","TRUE","TRUE","","1","Perfume Angel Mugler","FALSE","Perfume Angel Mugler | Deroche Mantos","Compre Perfume Angel Mugler na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-asad-bourbon","Perfume Asad Bourbon","<h2>Perfume Asad Bourbon</h2>
<p>Perfume Asad Bourbon — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","1828282818111111","400","shopify","4","deny","manual","329.00","","TRUE","TRUE","","1","Perfume Asad Bourbon","FALSE","Perfume Asad Bourbon | Deroche Mantos","Compre Perfume Asad Bourbon na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-asad-elixir","Perfume Asad Elixir","<h2>Perfume Asad Elixir</h2>
<p>Perfume Asad Elixir — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","282818181194627","400","shopify","6","deny","manual","349.90","","TRUE","TRUE","","1","Perfume Asad Elixir","FALSE","Perfume Asad Elixir | Deroche Mantos","Compre Perfume Asad Elixir na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-asad-latattafa","Perfume Asad Latattafa","<h2>Perfume Asad Latattafa</h2>
<p>Perfume Asad Latattafa — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","192919282","400","shopify","2","deny","manual","299.90","","TRUE","TRUE","","1","Perfume Asad Latattafa","FALSE","Perfume Asad Latattafa | Deroche Mantos","Compre Perfume Asad Latattafa na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-asad-yara-amarelo","Perfume Asad Yara Amarelo","<h2>Perfume Asad Yara Amarelo</h2>
<p>Perfume Asad Yara Amarelo — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Amarelo, Masculino, Perfume Importado","TRUE","Title","Default Title","","","2838282827127111","400","shopify","5","deny","manual","299.90","","TRUE","TRUE","","1","Perfume Asad Yara Amarelo","FALSE","Perfume Asad Yara Amarelo | Deroche Mantos","Compre Perfume Asad Yara Amarelo na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-asad-yara-branco","Perfume Asad Yara Branco","<h2>Perfume Asad Yara Branco</h2>
<p>Perfume Asad Yara Branco — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Branco, Masculino, Perfume Importado","TRUE","Title","Default Title","","","282828281818","400","shopify","3","deny","manual","299.90","","TRUE","TRUE","","1","Perfume Asad Yara Branco","FALSE","Perfume Asad Yara Branco | Deroche Mantos","Compre Perfume Asad Yara Branco na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-asad-yara-pink","Perfume Asad Yara Pink","<h2>Perfume Asad Yara Pink</h2>
<p>Perfume Asad Yara Pink — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","192911929281","400","shopify","5","deny","manual","299.90","","TRUE","TRUE","","1","Perfume Asad Yara Pink","FALSE","Perfume Asad Yara Pink | Deroche Mantos","Compre Perfume Asad Yara Pink na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-asad-yara-rose","Perfume Asad Yara Rosê","<h2>Perfume Asad Yara Rosê</h2>
<p>Perfume Asad Yara Rosê — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","2828228182","400","shopify","5","deny","manual","299.90","","TRUE","TRUE","","1","Perfume Asad Yara Rosê","FALSE","Perfume Asad Yara Rosê | Deroche Mantos","Compre Perfume Asad Yara Rosê na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-asad-zanzibar","Perfume Asad Zanzibar","<h2>Perfume Asad Zanzibar</h2>
<p>Perfume Asad Zanzibar — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","44677899","400","shopify","7","deny","manual","299.90","","TRUE","TRUE","","1","Perfume Asad Zanzibar","FALSE","Perfume Asad Zanzibar | Deroche Mantos","Compre Perfume Asad Zanzibar na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-attar-al-wesal","Perfume Attar Al Wesal","<h2>Perfume Attar Al Wesal</h2>
<p>Perfume Attar Al Wesal — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","1828281821","400","shopify","2","deny","manual","274.90","","TRUE","TRUE","","1","Perfume Attar Al Wesal","FALSE","Perfume Attar Al Wesal | Deroche Mantos","Compre Perfume Attar Al Wesal na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-club-de-nuit-armaf","Perfume Club de Nuit Armaf","<h2>Perfume Club de Nuit Armaf</h2>
<p>Perfume Club de Nuit Armaf — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Armaf","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","19191","400","shopify","5","deny","manual","374.90","","TRUE","TRUE","","1","Perfume Club de Nuit Armaf","FALSE","Perfume Club de Nuit Armaf | Deroche Mantos","Compre Perfume Club de Nuit Armaf na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-club-de-nuit-maleka","Perfume Club de Nuit Maleka","<h2>Perfume Club de Nuit Maleka</h2>
<p>Perfume Club de Nuit Maleka — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","18283838282822","400","shopify","2","deny","manual","374.90","","TRUE","TRUE","","1","Perfume Club de Nuit Maleka","FALSE","Perfume Club de Nuit Maleka | Deroche Mantos","Compre Perfume Club de Nuit Maleka na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-club-de-nuit-sillage","Perfume Club de Nuit Sillage","<h2>Perfume Club de Nuit Sillage</h2>
<p>Perfume Club de Nuit Sillage — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","1818282821","400","shopify","2","deny","manual","374.90","","TRUE","TRUE","","1","Perfume Club de Nuit Sillage","FALSE","Perfume Club de Nuit Sillage | Deroche Mantos","Compre Perfume Club de Nuit Sillage na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-dai-m-al-wataniah","Perfume Dai’m Al Wataniah","<h2>Perfume Dai’m Al Wataniah</h2>
<p>Perfume Dai’m Al Wataniah — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Al Wataniah","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","2929292922","400","shopify","4","deny","manual","249.90","","TRUE","TRUE","","1","Perfume Dai’m Al Wataniah","FALSE","Perfume Dai’m Al Wataniah | Deroche Mantos","Compre Perfume Dai’m Al Wataniah na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-durrat-al-aroos","Perfume Durrat Al Aroos","<h2>Perfume Durrat Al Aroos</h2>
<p>Perfume Durrat Al Aroos — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","11122333344","400","shopify","5","deny","manual","274.90","","TRUE","TRUE","","1","Perfume Durrat Al Aroos","FALSE","Perfume Durrat Al Aroos | Deroche Mantos","Compre Perfume Durrat Al Aroos na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
"perfume-eclaire","Perfume Eclaire","<h2>Perfume Eclaire</h2>
<p>Perfume Eclaire — fragrância importada de alta fixação, ideal para uso diário ou ocasiões especiais.</p>
<h3>Diferenciais</h3>
<ul>
<li>Fragrância importada</li>
<li>Alta fixação</li>
<li>Frasco original</li>
<li>Ideal para presentear</li>
</ul>","Deroche Perfumes","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","Perfumes","Perfumes, Masculino, Perfume Importado","TRUE","Title","Default Title","","","18282818191","400","shopify","3","deny","manual","275.00","","TRUE","TRUE","","1","Perfume Eclaire","FALSE","Perfume Eclaire | Deroche Mantos","Compre Perfume Eclaire na Deroche Mantos. Qualidade garantida, pronta entrega. Pix com desconto e parcelamento em até 12x.","Beleza e cuidados pessoais > Perfumes e cosméticos > Perfume","active"
